airline_sentiment,text
negative,@united 3 hours of sitting in the plane that hasn't left the Gate yet. 6 more hours of actual flying left.
negative,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled."
negative,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.
negative,@USAirways I spent an hour on the phone with them and got no where at all
negative,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"
negative,@JetBlue by far the worst airline in terms of service at jfk.
negative,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!"
negative,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???
negative,@AmericanAir the flight is not going to make the connection to #MEX #AA2444
negative,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight."
negative,"@JetBlue if u want to be helpful save me the trip from Westchester Cty to JFK, plus parking - my info is in the photo http://t.co/JI7xkS2jkk"
negative,@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers
negative,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available."
negative,@SouthwestAir have u seen any of the messages the past hour ?
negative,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best."
negative,“@JetBlue: Our fleet's on fleek. http://t.co/7iM9rHIvyR” Plz stop
negative,@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows
negative,"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing"
negative,@united it most certainly was not.
negative,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers
negative,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good
negative,@USAirways only to come home a day Late Flight to find out you guys have lost my luggage
negative,@SouthwestAir no had to rebook my flight myself and am about to board in bham.
negative,@JetBlue Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.
negative,@USAirways give us no information and an attitude.
negative,@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26
negative,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
negative,.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.
negative,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago
negative,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee
negative,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight."
negative,@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom
negative,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped
negative,@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.
negative,@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!
negative,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am"
negative,"I was a bit steamed in conjunction w/my new 7-hour wait at first, but having sat down and bought a bit of tea, I've settled some @JetBlue"
negative,"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service"
negative,"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑"
negative,"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain"
negative,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/
negative,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
negative,@united that's cool - now what?
negative,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!"
negative,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
negative,@USAirways is the worst!! Still haven't left.. Everyone missing connections.
negative,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating
negative,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.
negative,@SouthwestAir Flight 4968 (N8325D) departs @MCO enroute to @NO_Airport http://t.co/fd4SnvKIeM
negative,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
negative,@AmericanAir Close down
negative,@united offered me a voucher to switch flights. Now voucher offer doesn’t exist &amp; the gate agent switched me to a delayed flight!
negative,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections
negative,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them
negative,@united great job losing one of my six bags on a direct flight.  Don't know how you manage to do it.
negative,"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too"
negative,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !"
negative,@united delayed going home AGAIN. Getting really tired of delays.
negative,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.
negative,"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic ."
negative,"@united I was, just very surprised it took over 15 mins. Never experienced anything like that on 1K number"
negative,@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS
negative,@USAirways your flight attendants are all jerks 🐳
negative,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
negative,@SouthwestAir don't ever tweet me again
negative,@united has once again earned a place as the worst airline in the business
negative,@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?
